expenditure_category,election_period,amount,reg_no,id
Printing,2008-2010,3016.67,CC10469,1548
Advertising,2010-2012,21605.64,CC10469,1549
Contribution to Community Organization,2008-2010,921.00,CC10469,1550
Advertising,2008-2010,8460.08,CC10469,1551
Contribution to Community Organization,2010-2012,1509.00,CC10469,1552
Printing,2010-2012,7595.22,CC10469,1553
Food & Beverages,2010-2012,8808.70,CC10469,1554
Professional Services,2012-2014,4811.66,CC10469,1555
Office Supplies,2010-2012,191.06,CC10469,1556
Printing,2006-2008,17523.97,CC10469,1557
Office Supplies,2006-2008,683.44,CC10469,1558
Professional Services,2010-2012,6703.42,CC10469,1559
Food & Beverages,2008-2010,11992.54,CC10469,1560
Lease/Rent,2006-2008,2075.89,CC10469,1561
Advertising,2006-2008,11324.93,CC10469,1562
Bank Charges & Adjustments,2006-2008,11.50,CC10469,1563
Postage/Mailing,2006-2008,6141.07,CC10469,1564
Food & Beverages,2006-2008,4632.21,CC10469,1565
Other,2006-2008,2053.83,CC10469,1566
Professional Services,2006-2008,1350.00,CC10469,1567
Bank Charges & Adjustments,2010-2012,167.00,CC10469,1568
Bank Charges & Adjustments,2012-2014,27.00,CC10469,1569
Bank Charges & Adjustments,2008-2010,481.00,CC10469,1570
Postage/Mailing,2008-2010,3020.00,CC10469,1571
Vehicle,2010-2012,40.00,CC10168,1572
Bank Charges & Adjustments,2008-2010,86.92,CC10168,1573
Filing Fee,2008-2010,30.00,CC10168,1574
Bank Charges & Adjustments,2012-2014,75.80,CC10168,1575
Bank Charges & Adjustments,2010-2012,24.60,CC10168,1576
Advertising,2006-2008,150.17,CC10168,1577
Bank Charges & Adjustments,2006-2008,18.00,CC10168,1578
Printing,2012-2014,1775.83,CC10168,1579
Postage/Mailing,2012-2014,675.00,CC10168,1580
Postage/Mailing,2008-2010,1987.92,CC10168,1581
Postage/Mailing,2010-2012,2554.15,CC10168,1582
Printing,2008-2010,5395.46,CC10168,1583
Postage/Mailing,2006-2008,4367.56,CC10168,1584
Printing,2010-2012,873.49,CC10168,1585
Professional Services,2010-2012,60.00,CC10168,1586
Durable Assets,2010-2012,3012.00,CC10168,1587
Contribution to Political Party,2010-2012,400.00,CC10168,1588
Advertising,2010-2012,792.08,CC10168,1589
Utilities,2006-2008,137.13,CC10168,1590
Travel & Lodging,2008-2010,204.40,CC10168,1591
Candidate Fundraiser Tickets,2008-2010,4510.00,CC10168,1592
Contribution to Political Party,2008-2010,100.00,CC10168,1593
Durable Assets,2006-2008,291.64,CC10168,1594
Office Supplies,2006-2008,275.47,CC10168,1595
Office Supplies,2008-2010,657.12,CC10168,1596
Printing,2006-2008,1539.32,CC10168,1597
Contribution to Political Party,2006-2008,450.00,CC10168,1598
Professional Services,2006-2008,278.34,CC10168,1599
Vehicle,2008-2010,58.43,CC10168,1600
Utilities,2010-2012,6826.52,CC10168,1601
Utilities,2008-2010,1008.59,CC10168,1602
Other,2012-2014,89.45,CC10168,1603
Contribution to Community Organization,2010-2012,11196.53,CC10168,1604
Contribution to Community Organization,2008-2010,2890.00,CC10168,1605
Candidate Fundraiser Tickets,2010-2012,12955.00,CC10168,1606
Contribution to Community Organization,2012-2014,125.00,CC10168,1607
Office Supplies,2010-2012,485.06,CC10168,1608
Other,2010-2012,5083.76,CC10168,1609
Travel & Lodging,2010-2012,394.57,CC10168,1610
Food & Beverages,2010-2012,11286.33,CC10168,1611
Food & Beverages,2008-2010,16469.13,CC10168,1612
Other,2006-2008,3808.89,CC10168,1613
Food & Beverages,2006-2008,10766.66,CC10168,1614
Other,2008-2010,8383.66,CC10168,1615
Filing Fee,2006-2008,250.00,CC10168,1616
Candidate Fundraiser Tickets,2006-2008,5940.00,CC10168,1617
Contribution to Community Organization,2006-2008,1314.70,CC10168,1618
Advertising,2008-2010,3335.36,CC10168,1619
Travel & Lodging,2006-2008,130.00,CC10168,1620
Travel & Lodging,2010-2012,36.60,CC10525,1621
"Surveys, Polls & Voter Lists",2008-2010,1583.33,CC10525,1622
"Surveys, Polls & Voter Lists",2010-2012,186.38,CC10525,1623
Advertising,2010-2012,9977.75,CC10525,1624
Office Supplies,2010-2012,16.86,CC10525,1625
Food & Beverages,2010-2012,1116.91,CC10525,1626
Lease/Rent,2008-2010,1790.82,CC10525,1627
Bank Charges & Adjustments,2008-2010,230.70,CC10525,1628
Advertising,2008-2010,78266.98,CC10525,1629
Filing Fee,2008-2010,250.00,CC10525,1630
Food & Beverages,2012-2014,1165.81,CC10525,1631
Other,2012-2014,16004.70,CC10525,1632
Other,2010-2012,8826.65,CC10525,1633
Professional Services,2010-2012,11978.07,CC10525,1634
Office Supplies,2008-2010,5813.02,CC10525,1635
Other,2008-2010,42641.53,CC10525,1636
Postage/Mailing,2008-2010,52427.31,CC10525,1637
Professional Services,2008-2010,56033.96,CC10525,1638
Food & Beverages,2008-2010,22211.00,CC10525,1639
Printing,2008-2010,14701.62,CC10525,1640
Printing,2012-2014,2096.33,CC10863,1641
Postage/Mailing,2012-2014,858.70,CC10863,1642
Other,2012-2014,20.00,CC10863,1643
Advertising,2010-2012,1923.23,CC10863,1644
Professional Services,2012-2014,300.00,CC10863,1645
Professional Services,2010-2012,770.83,CC10863,1646
Food & Beverages,2010-2012,3500.89,CC10863,1647
Other,2010-2012,1651.63,CC10863,1648
Postage/Mailing,2010-2012,6173.06,CC10863,1649
Office Supplies,2010-2012,355.72,CC10863,1650
Food & Beverages,2012-2014,814.11,CC10863,1651
Printing,2010-2012,17141.95,CC10863,1652
Bank Charges & Adjustments,2012-2014,106.63,CC10863,1653
Bank Charges & Adjustments,2010-2012,359.49,CC10863,1654
Postage/Mailing,2012-2014,76.00,CC10696,1655
Other,2010-2012,136.00,CC10696,1656
Bank Charges & Adjustments,2008-2010,39.00,CC10696,1657
Filing Fee,2008-2010,25.00,CC10696,1658
"Surveys, Polls & Voter Lists",2008-2010,300.00,CC10696,1659
Other,2008-2010,97.50,CC10696,1660
Printing,2008-2010,2692.65,CC10696,1661
Postage/Mailing,2008-2010,1966.89,CC10696,1662
Printing,2008-2010,6201.15,CC10242,1663
Lease/Rent,2006-2008,700.00,CC10242,1664
Printing,2010-2012,8816.97,CC10242,1665
Filing Fee,2008-2010,250.00,CC10242,1666
Other,2006-2008,1396.84,CC10242,1667
"Surveys, Polls & Voter Lists",2006-2008,396.37,CC10242,1668
Filing Fee,2010-2012,250.00,CC10242,1669
Postage/Mailing,2008-2010,2299.66,CC10242,1670
Filing Fee,2006-2008,250.00,CC10242,1671
Food & Beverages,2010-2012,3363.32,CC10242,1672
Advertising,2010-2012,518.32,CC10242,1673
Food & Beverages,2008-2010,1713.21,CC10242,1674
Printing,2006-2008,11183.99,CC10242,1675
Advertising,2006-2008,1531.94,CC10242,1676
Postage/Mailing,2006-2008,8785.09,CC10242,1677
Lease/Rent,2010-2012,242.30,CC10242,1678
Office Supplies,2010-2012,559.07,CC10242,1679
Postage/Mailing,2010-2012,1869.91,CC10242,1680
Professional Services,2010-2012,1519.24,CC10242,1681
Food & Beverages,2006-2008,1538.09,CC10242,1682
Professional Services,2006-2008,7863.03,CC10242,1683
Food & Beverages,2010-2012,812.50,CC10593,1684
Lease/Rent,2008-2010,1276.19,CC10593,1685
Filing Fee,2008-2010,250.00,CC10593,1686
Bank Charges & Adjustments,2008-2010,12.50,CC10593,1687
Printing,2008-2010,2075.35,CC10593,1688
Food & Beverages,2008-2010,7329.15,CC10593,1689
Postage/Mailing,2008-2010,1452.50,CC10593,1690
Other,2008-2010,6302.41,CC10593,1691
Office Supplies,2008-2010,1734.46,CC10593,1692
Advertising,2008-2010,94443.99,CC10593,1693
Travel & Lodging,2008-2010,2797.62,CC10289,1694
Other,2012-2014,6134.85,CC10289,1695
Filing Fee,2006-2008,250.00,CC10289,1696
Office Supplies,2006-2008,204.19,CC10289,1697
Food & Beverages,2008-2010,408.58,CC10289,1698
Filing Fee,2008-2010,250.00,CC10289,1699
"Surveys, Polls & Voter Lists",2008-2010,483.11,CC10289,1700
Utilities,2008-2010,417.78,CC10289,1701
"Surveys, Polls & Voter Lists",2010-2012,1243.52,CC10289,1702
Hawaii Election Campaign Fund,2006-2008,100.00,CC10289,1703
Travel & Lodging,2010-2012,3256.47,CC10289,1704
Utilities,2010-2012,2327.16,CC10289,1705
"Surveys, Polls & Voter Lists",2006-2008,183.35,CC10289,1706
Contribution to Political Party,2008-2010,250.00,CC10289,1707
Contribution to Political Party,2010-2012,210.00,CC10289,1708
Bank Charges & Adjustments,2012-2014,72.00,CC10289,1709
Printing,2006-2008,4838.07,CC10289,1710
Postage/Mailing,2008-2010,2120.82,CC10289,1711
Bank Charges & Adjustments,2008-2010,205.00,CC10289,1712
Office Supplies,2008-2010,240.16,CC10289,1713
Professional Services,2010-2012,2250.00,CC10289,1714
Advertising,2010-2012,80.00,CC10289,1715
Food & Beverages,2010-2012,5071.42,CC10289,1716
Candidate Fundraiser Tickets,2008-2010,3250.00,CC10289,1717
Contribution to Political Party,2006-2008,250.00,CC10289,1718
Food & Beverages,2006-2008,2442.90,CC10289,1719
Other,2006-2008,1392.57,CC10289,1720
Contribution to Community Organization,2006-2008,724.62,CC10289,1721
Advertising,2008-2010,471.20,CC10289,1722
Candidate Fundraiser Tickets,2006-2008,3950.00,CC10289,1723
Postage/Mailing,2006-2008,894.36,CC10289,1724
Printing,2010-2012,16112.07,CC10289,1725
Office Supplies,2010-2012,407.52,CC10289,1726
Postage/Mailing,2010-2012,27304.96,CC10289,1727
Other,2008-2010,2593.45,CC10289,1728
Contribution to Community Organization,2010-2012,4491.80,CC10289,1729
Contribution to Community Organization,2008-2010,2709.79,CC10289,1730
Other,2010-2012,19992.65,CC10289,1731
Printing,2008-2010,5493.70,CC10289,1732
Candidate Fundraiser Tickets,2008-2010,2500.00,CC10504,1733
Filing Fee,2008-2010,250.00,CC10504,1734
Lease/Rent,2010-2012,667.77,CC10504,1735
"Surveys, Polls & Voter Lists",2006-2008,731.29,CC10504,1736
Professional Services,2006-2008,152.41,CC10504,1737
Candidate Fundraiser Tickets,2006-2008,93.19,CC10504,1738
Lease/Rent,2006-2008,583.23,CC10504,1739
Postage/Mailing,2012-2014,1573.98,CC10504,1740
Office Supplies,2006-2008,62.08,CC10504,1741
Candidate Fundraiser Tickets,2012-2014,100.00,CC10504,1742
Office Supplies,2012-2014,24.35,CC10504,1743
Printing,2012-2014,2343.40,CC10504,1744
Contribution to Community Organization,2010-2012,575.00,CC10504,1745
Contribution to Community Organization,2008-2010,275.00,CC10504,1746
"Surveys, Polls & Voter Lists",2010-2012,400.00,CC10504,1747
"Surveys, Polls & Voter Lists",2008-2010,310.00,CC10504,1748
Filing Fee,2010-2012,250.00,CC10504,1749
Office Supplies,2010-2012,281.08,CC10504,1750
Contribution to Community Organization,2012-2014,1300.00,CC10504,1751
Professional Services,2008-2010,1192.90,CC10504,1752
Advertising,2012-2014,1256.23,CC10504,1753
Advertising,2010-2012,1240.00,CC10504,1754
Vehicle,2010-2012,900.32,CC10504,1755
Candidate Fundraiser Tickets,2010-2012,7850.00,CC10504,1756
Food & Beverages,2012-2014,679.30,CC10504,1757
Printing,2008-2010,10669.31,CC10504,1758
Postage/Mailing,2010-2012,3895.30,CC10504,1759
Postage/Mailing,2008-2010,7371.01,CC10504,1760
Lease/Rent,2008-2010,425.54,CC10504,1761
Other,2010-2012,8819.93,CC10504,1762
Office Supplies,2008-2010,81.81,CC10504,1763
Travel & Lodging,2010-2012,1532.91,CC10504,1764
Bank Charges & Adjustments,2006-2008,92.45,CC10504,1765
Postage/Mailing,2006-2008,2495.41,CC10504,1766
Printing,2010-2012,9125.93,CC10504,1767
Bank Charges & Adjustments,2008-2010,60.22,CC10504,1768
Food & Beverages,2008-2010,6863.17,CC10504,1769
Other,2006-2008,898.98,CC10504,1770
Other,2012-2014,5779.33,CC10504,1771
Other,2008-2010,5446.11,CC10504,1772
Advertising,2008-2010,7554.20,CC10504,1773
Printing,2006-2008,22730.86,CC10504,1774
Bank Charges & Adjustments,2010-2012,4.25,CC10504,1775
Food & Beverages,2010-2012,8395.56,CC10504,1776
Food & Beverages,2006-2008,4007.87,CC10504,1777
Contribution to Community Organization,2010-2012,36.99,CC10772,1778
Advertising,2008-2010,169.01,CC10772,1779
Printing,2006-2008,1528.05,CC10513,1780
Filing Fee,2010-2012,13.09,CC10169,1781
Printing,2010-2012,3243.98,CC10169,1782
Lease/Rent,2008-2010,167.96,CC10169,1783
Bank Charges & Adjustments,2006-2008,15.00,CC10169,1784
Postage/Mailing,2006-2008,1266.80,CC10169,1785
Office Supplies,2006-2008,480.95,CC10169,1786
Vehicle,2006-2008,62.50,CC10169,1787
Vehicle,2008-2010,8.00,CC10169,1788
"Surveys, Polls & Voter Lists",2008-2010,369.27,CC10169,1789
Employee Services,2008-2010,71.41,CC10169,1790
Office Supplies,2008-2010,166.18,CC10169,1791
Professional Services,2008-2010,2121.20,CC10169,1792
Candidate Fundraiser Tickets,2010-2012,100.00,CC10169,1793
Travel & Lodging,2010-2012,5.00,CC10169,1794
Professional Services,2010-2012,900.00,CC10169,1795
Printing,2012-2014,3396.60,CC10169,1796
Advertising,2006-2008,1469.98,CC10169,1797
Other,2006-2008,716.14,CC10169,1798
Contribution to Community Organization,2006-2008,2322.62,CC10169,1799
Food & Beverages,2006-2008,1885.08,CC10169,1800
Durable Assets,2010-2012,2014.47,CC10169,1801
Food & Beverages,2008-2010,5459.36,CC10169,1802
Other,2008-2010,778.98,CC10169,1803
Printing,2008-2010,6578.22,CC10169,1804
Advertising,2008-2010,1755.30,CC10169,1805
Postage/Mailing,2008-2010,10321.06,CC10169,1806
"Surveys, Polls & Voter Lists",2010-2012,6.00,CC10169,1807
Lease/Rent,2010-2012,107.66,CC10169,1808
Contribution to Political Party,2010-2012,300.00,CC10169,1809
Contribution to Community Organization,2010-2012,1543.74,CC10169,1810
Postage/Mailing,2012-2014,4576.45,CC10169,1811
Office Supplies,2012-2014,215.95,CC10169,1812
Contribution to Community Organization,2012-2014,3216.87,CC10169,1813
Food & Beverages,2012-2014,4423.31,CC10169,1814
Vehicle,2012-2014,129.80,CC10169,1815
Other,2012-2014,1820.73,CC10169,1816
Advertising,2010-2012,8261.68,CC10169,1817
Office Supplies,2010-2012,1001.11,CC10169,1818
Postage/Mailing,2010-2012,5470.25,CC10169,1819
Employee Services,2010-2012,271.95,CC10169,1820
Other,2010-2012,2367.18,CC10169,1821
Vehicle,2010-2012,286.39,CC10169,1822
Food & Beverages,2010-2012,11837.82,CC10169,1823
Contribution to Community Organization,2008-2010,775.00,CC10169,1824
Filing Fee,2008-2010,250.00,CC10621,1825
Printing,2008-2010,6168.07,CC10621,1826
Office Supplies,2008-2010,220.77,CC10621,1827
Bank Charges & Adjustments,2008-2010,20.00,CC10621,1828
Other,2008-2010,85.21,CC10621,1829
Advertising,2008-2010,862.22,CC10621,1830
Food & Beverages,2008-2010,2155.56,CC10621,1831
Postage/Mailing,2008-2010,4443.13,CC10621,1832
Advertising,2008-2010,1775.00,CC10638,1833
Travel & Lodging,2008-2010,463.00,CC10638,1834
Other,2008-2010,1054.00,CC10638,1835
Printing,2008-2010,2695.48,CC10638,1836
Office Supplies,2010-2012,59.63,CC10715,1837
Postage/Mailing,2010-2012,40.37,CC10715,1838
Bank Charges & Adjustments,2008-2010,91.00,CC10583,1839
Other,2010-2012,0.74,CC10583,1840
Food & Beverages,2008-2010,64.48,CC10583,1841
Office Supplies,2008-2010,47.89,CC10583,1842
Other,2008-2010,705.30,CC10583,1843
Contribution to Political Party,2008-2010,162.00,CC10540,1844
Filing Fee,2008-2010,25.00,CC10540,1845
"Surveys, Polls & Voter Lists",2008-2010,734.75,CC10540,1846
Insurance,2008-2010,598.40,CC10540,1847
Printing,2010-2012,489.21,CC10540,1848
Other,2010-2012,725.62,CC10540,1849
Contribution to Community Organization,2012-2014,325.00,CC10540,1850
Printing,2012-2014,489.88,CC10540,1851
Other,2012-2014,348.06,CC10540,1852
Contribution to Community Organization,2008-2010,1412.00,CC10540,1853
Lease/Rent,2008-2010,1266.67,CC10540,1854
Candidate Fundraiser Tickets,2008-2010,305.00,CC10540,1855
Travel & Lodging,2008-2010,506.27,CC10540,1856
Vehicle,2010-2012,26.40,CC10540,1857
Travel & Lodging,2010-2012,100.94,CC10540,1858
Lease/Rent,2010-2012,36.00,CC10540,1859
Food & Beverages,2010-2012,643.11,CC10540,1860
Office Supplies,2012-2014,24.53,CC10540,1861
Employee Services,2010-2012,35.00,CC10540,1862
Professional Services,2008-2010,512.00,CC10540,1863
Food & Beverages,2008-2010,3284.32,CC10540,1864
Advertising,2010-2012,3453.02,CC10540,1865
Contribution to Community Organization,2010-2012,975.00,CC10540,1866
Postage/Mailing,2008-2010,9733.05,CC10540,1867
Office Supplies,2008-2010,522.99,CC10540,1868
Printing,2008-2010,20977.88,CC10540,1869
Other,2008-2010,16389.95,CC10540,1870
Advertising,2008-2010,29034.52,CC10540,1871
Bank Charges & Adjustments,2008-2010,144.23,CC10540,1872
Bank Charges & Adjustments,2010-2012,155.25,CC10540,1873
Contribution to Community Organization,2010-2012,974.69,CC10389,1874
Vehicle,2008-2010,185.81,CC10389,1875
Advertising,2008-2010,106.05,CC10389,1876
Lease/Rent,2008-2010,530.00,CC10389,1877
Filing Fee,2008-2010,25.00,CC10389,1878
Professional Services,2008-2010,287.89,CC10389,1879
Travel & Lodging,2008-2010,287.80,CC10389,1880
Food & Beverages,2008-2010,2187.27,CC10389,1881
Other,2008-2010,2615.75,CC10389,1882
Printing,2008-2010,1.00,CC10389,1883
Office Supplies,2008-2010,501.64,CC10389,1884
Postage/Mailing,2008-2010,197.06,CC10389,1885
Other,2010-2012,305.00,CC10359,1886
Contribution to Political Party,2006-2008,100.00,CC10359,1887
"Surveys, Polls & Voter Lists",2010-2012,650.00,CC10359,1888
"Surveys, Polls & Voter Lists",2006-2008,200.04,CC10359,1889
Contribution to Political Party,2008-2010,200.00,CC10359,1890
"Surveys, Polls & Voter Lists",2008-2010,300.00,CC10359,1891
Filing Fee,2008-2010,250.00,CC10359,1892
Filing Fee,2006-2008,25.00,CC10359,1893
Food & Beverages,2006-2008,717.01,CC10359,1894
Contribution to Political Party,2012-2014,600.00,CC10359,1895
Office Supplies,2010-2012,279.96,CC10359,1896
Office Supplies,2008-2010,1484.65,CC10359,1897
Candidate Fundraiser Tickets,2008-2010,24.98,CC10359,1898
Printing,2008-2010,1010.86,CC10359,1899
Contribution to Community Organization,2008-2010,400.00,CC10359,1900
Contribution to Community Organization,2010-2012,700.00,CC10359,1901
Hawaii Election Campaign Fund,2008-2010,50.00,CC10359,1902
Office Supplies,2006-2008,15.49,CC10359,1903
Bank Charges & Adjustments,2008-2010,28.94,CC10359,1904
Printing,2010-2012,772.54,CC10359,1905
Food & Beverages,2010-2012,2025.72,CC10359,1906
Contribution to Community Organization,2012-2014,681.80,CC10359,1907
Other,2012-2014,7.67,CC10359,1908
Printing,2012-2014,35.08,CC10359,1909
Other,2008-2010,430.15,CC10359,1910
Food & Beverages,2008-2010,2665.90,CC10359,1911
Contribution to Political Party,2010-2012,600.00,CC10359,1912
Food & Beverages,2012-2014,686.30,CC10359,1913
Postage/Mailing,2008-2010,1040.00,CC10359,1914
Postage/Mailing,2006-2008,4288.36,CC10359,1915
Postage/Mailing,2010-2012,180.00,CC10359,1916
Postage/Mailing,2012-2014,99.00,CC10359,1917
Filing Fee,2012-2014,225.00,CC10359,1918
Bank Charges & Adjustments,2010-2012,36.37,CC10359,1919
Advertising,2010-2012,27817.37,CC10359,1920
Advertising,2012-2014,1283.26,CC10359,1921
Filing Fee,2010-2012,25.00,CC10359,1922
Bank Charges & Adjustments,2006-2008,11.23,CC10359,1923
Bank Charges & Adjustments,2012-2014,40.20,CC10359,1924
Printing,2006-2008,5896.09,CC10359,1925
Professional Services,2012-2014,342.05,CC10359,1926
Professional Services,2008-2010,581.25,CC10359,1927
Other,2006-2008,115.31,CC10359,1928
Advertising,2006-2008,10331.82,CC10359,1929
Professional Services,2006-2008,1165.75,CC10359,1930
Advertising,2008-2010,19000.63,CC10359,1931
Professional Services,2010-2012,1644.66,CC10359,1932
Filing Fee,2010-2012,150.00,CC10723,1933
Bank Charges & Adjustments,2012-2014,5.00,CC10723,1934
Candidate Fundraiser Tickets,2010-2012,1250.00,CC10723,1935
Advertising,2008-2010,713.70,CC10723,1936
Lease/Rent,2008-2010,425.00,CC10723,1937
Travel & Lodging,2010-2012,404.91,CC10723,1938
Other,2010-2012,580.00,CC10723,1939
Advertising,2010-2012,405.27,CC10723,1940
Office Supplies,2008-2010,170.72,CC10723,1941
Other,2008-2010,87.93,CC10723,1942
Printing,2008-2010,1884.81,CC10723,1943
Food & Beverages,2008-2010,647.76,CC10723,1944
Professional Services,2012-2014,59.35,CC11002,1945
Food & Beverages,2012-2014,1074.28,CC11002,1946
Bank Charges & Adjustments,2012-2014,19.00,CC11002,1947
Other,2012-2014,1650.00,CC11002,1948
Lease/Rent,2012-2014,450.00,CC10368,1949
Durable Assets,2010-2012,294.32,CC10368,1950
Printing,2010-2012,374.87,CC10368,1951
Hawaii Election Campaign Fund,2010-2012,108.25,CC10368,1952
Candidate Fundraiser Tickets,2012-2014,50.00,CC10368,1953
Printing,2012-2014,95.73,CC10368,1954
Travel & Lodging,2012-2014,40.00,CC10368,1955
Filing Fee,2008-2010,250.00,CC10368,1956
Candidate Fundraiser Tickets,2006-2008,50.00,CC10368,1957
Filing Fee,2010-2012,250.00,CC10368,1958
Vehicle,2006-2008,600.00,CC10368,1959
Office Supplies,2008-2010,448.30,CC10368,1960
Bank Charges & Adjustments,2012-2014,452.82,CC10368,1961
Candidate Fundraiser Tickets,2010-2012,150.00,CC10368,1962
Lease/Rent,2006-2008,2000.00,CC10368,1963
Lease/Rent,2008-2010,2000.00,CC10368,1964
"Surveys, Polls & Voter Lists",2010-2012,50.00,CC10368,1965
Contribution to Community Organization,2012-2014,50.00,CC10368,1966
Professional Services,2012-2014,521.25,CC10368,1967
Bank Charges & Adjustments,2006-2008,20.25,CC10368,1968
Professional Services,2008-2010,3997.54,CC10368,1969
Filing Fee,2006-2008,250.00,CC10368,1970
Bank Charges & Adjustments,2008-2010,100.52,CC10368,1971
Bank Charges & Adjustments,2010-2012,125.10,CC10368,1972
Postage/Mailing,2010-2012,179.00,CC10368,1973
Travel & Lodging,2006-2008,1110.96,CC10368,1974
Postage/Mailing,2006-2008,628.00,CC10368,1975
Professional Services,2010-2012,4081.26,CC10368,1976
Office Supplies,2006-2008,595.69,CC10368,1977
Professional Services,2006-2008,8557.50,CC10368,1978
Other,2008-2010,3818.25,CC10368,1979
Printing,2006-2008,1944.33,CC10368,1980
Durable Assets,2012-2014,783.32,CC10368,1981
Other,2012-2014,3135.68,CC10368,1982
Office Supplies,2010-2012,382.41,CC10368,1983
Travel & Lodging,2008-2010,374.20,CC10368,1984
Advertising,2012-2014,3474.47,CC10368,1985
Advertising,2008-2010,13337.30,CC10368,1986
Travel & Lodging,2010-2012,2051.16,CC10368,1987
Food & Beverages,2008-2010,7530.44,CC10368,1988
Lease/Rent,2010-2012,1800.00,CC10368,1989
Vehicle,2010-2012,226.79,CC10368,1990
Food & Beverages,2012-2014,17434.02,CC10368,1991
Other,2006-2008,3032.34,CC10368,1992
Advertising,2006-2008,63012.13,CC10368,1993
Food & Beverages,2006-2008,5745.01,CC10368,1994
Contribution to Community Organization,2010-2012,2349.87,CC10368,1995
Food & Beverages,2010-2012,20684.16,CC10368,1996
Advertising,2010-2012,26897.05,CC10368,1997
Other,2010-2012,5200.48,CC10368,1998
Bank Charges & Adjustments,2012-2014,8.75,CC10868,1999
Postage/Mailing,2012-2014,97.59,CC10868,2000
Postage/Mailing,2010-2012,118.99,CC10868,2001
Filing Fee,2010-2012,25.00,CC10868,2002
Advertising,2010-2012,2763.42,CC10868,2003
Office Supplies,2012-2014,112.52,CC10868,2004
Office Supplies,2010-2012,177.12,CC10868,2005
Professional Services,2010-2012,40.00,CC10868,2006
Travel & Lodging,2012-2014,1338.51,CC10868,2007
Lease/Rent,2010-2012,1095.00,CC10868,2008
Food & Beverages,2012-2014,739.29,CC10868,2009
Other,2012-2014,2310.67,CC10868,2010
Food & Beverages,2010-2012,2335.60,CC10868,2011
Other,2010-2012,3613.45,CC10868,2012
Travel & Lodging,2010-2012,5388.67,CC10868,2013
Printing,2010-2012,4659.46,CC10868,2014
Food & Beverages,2008-2010,32.36,CC10609,2015
Contribution to Community Organization,2008-2010,75.00,CC10609,2016
Other,2008-2010,235.00,CC10609,2017
Advertising,2008-2010,4167.91,CC10609,2018
Lease/Rent,2008-2010,32.00,CC10609,2019
Postage/Mailing,2010-2012,13536.57,CC10911,2020
Bank Charges & Adjustments,2010-2012,44.00,CC10911,2021
Bank Charges & Adjustments,2012-2014,10.00,CC10911,2022
Other,2010-2012,130.18,CC10911,2023
Professional Services,2010-2012,290.58,CC10911,2024
Printing,2010-2012,9219.00,CC10911,2025
Office Supplies,2010-2012,21.55,CC10466,2026
Durable Assets,2012-2014,381.19,CC10466,2027
Candidate Fundraiser Tickets,2008-2010,19.45,CC10466,2028
Vehicle,2008-2010,60.05,CC10466,2029
Postage/Mailing,2006-2008,5003.48,CC10466,2030
Postage/Mailing,2008-2010,7552.35,CC10466,2031
Professional Services,2010-2012,288.17,CC10466,2032
Printing,2012-2014,174.51,CC10466,2033
Printing,2010-2012,4904.66,CC10466,2034
Advertising,2010-2012,365.14,CC10466,2035
Postage/Mailing,2012-2014,178.00,CC10466,2036
Durable Assets,2010-2012,1135.58,CC10466,2037
Office Supplies,2012-2014,26.79,CC10466,2038
Professional Services,2008-2010,452.36,CC10466,2039
Other,2008-2010,434.38,CC10466,2040
Postage/Mailing,2010-2012,4616.89,CC10466,2041
Food & Beverages,2008-2010,2512.06,CC10466,2042
Contribution to Community Organization,2010-2012,250.00,CC10466,2043
Other,2010-2012,670.67,CC10466,2044
Other,2012-2014,678.37,CC10466,2045
Food & Beverages,2012-2014,1648.57,CC10466,2046
Advertising,2008-2010,400.00,CC10466,2047
Lease/Rent,2008-2010,371.79,CC10466,2048
Bank Charges & Adjustments,2012-2014,42.00,CC10466,2049
Bank Charges & Adjustments,2010-2012,77.00,CC10466,2050
Food & Beverages,2010-2012,4551.22,CC10466,2051
Other,2006-2008,2326.38,CC10466,2052
Advertising,2006-2008,1663.83,CC10466,2053
Bank Charges & Adjustments,2006-2008,15.00,CC10466,2054
Printing,2006-2008,9530.14,CC10466,2055
Printing,2008-2010,8908.64,CC10466,2056
Printing,2008-2010,2000.00,CC10771,2057
Bank Charges & Adjustments,2008-2010,18.00,CC10771,2058
Food & Beverages,2008-2010,41.89,CC10771,2059
Travel & Lodging,2008-2010,73.40,CC10771,2060
Postage/Mailing,2008-2010,895.84,CC10771,2061
Advertising,2008-2010,3575.25,CC10771,2062
Other,2008-2010,187.67,CC10771,2063
Bank Charges & Adjustments,2010-2012,5.00,CC10625,2064
Food & Beverages,2008-2010,69.00,CC10625,2065
Advertising,2008-2010,300.00,CC10625,2066
Contribution to Community Organization,2008-2010,940.00,CC10625,2067
Printing,2010-2012,823.95,CC10625,2068
Printing,2008-2010,5640.30,CC10625,2069
Other,2008-2010,651.45,CC10625,2070
Professional Services,2010-2012,10.00,CC10944,2071
Office Supplies,2010-2012,28.76,CC10944,2072
Vehicle,2010-2012,178.00,CC10944,2073
Filing Fee,2010-2012,20.00,CC10944,2074
Food & Beverages,2010-2012,95.27,CC10944,2075
Printing,2010-2012,170.00,CC10944,2076
Utilities,2010-2012,95.86,CC10944,2077
Vehicle,2008-2010,248.50,CC10728,2078
Other,2008-2010,46.87,CC10728,2079
Bank Charges & Adjustments,2010-2012,2.11,CC10944,2080
