expenditure_category,election_period,amount,reg_no,id
Printing,2006-2008,11775.54,CC10208,2498
Filing Fee,2006-2008,250,CC10208,2499
Postage/Mailing,2006-2008,4952.08,CC10208,2500
Food & Beverages,2006-2008,4104.38,CC10208,2501
Contribution to Political Party,2006-2008,100,CC10208,2502
Durable Assets,2006-2008,1577.02,CC10208,2503
Office Supplies,2006-2008,1342.79,CC10208,2504
Bank Charges & Adjustments,2006-2008,5,CC10208,2505
Other,2006-2008,1891.06,CC10208,2506
Travel & Lodging,2006-2008,310.43,CC10208,2507
Professional Services,2006-2008,1550,CC10208,2508
Advertising,2006-2008,885,CC10208,2509
Vehicle,2006-2008,381.38,CC10208,2510
Contribution to Community Organization,2006-2008,2405,CC10208,2511
Utilities,2006-2008,3602.74,CC10208,2512
Printing,2008-2010,10823.31,CC10208,2513
Candidate Fundraiser Tickets,2008-2010,1440.83,CC10208,2514
Vehicle,2008-2010,639.42,CC10208,2515
Travel & Lodging,2008-2010,423.22,CC10208,2516
Filing Fee,2008-2010,250,CC10208,2517
Postage/Mailing,2008-2010,6756.16,CC10208,2518
"Surveys, Polls & Voter Lists",2008-2010,577.66,CC10208,2519
Contribution to Political Party,2008-2010,150,CC10208,2520
Advertising,2008-2010,562.96,CC10208,2521
Contribution to Community Organization,2008-2010,1425,CC10208,2522
Food & Beverages,2008-2010,16274.19,CC10208,2523
Office Supplies,2008-2010,1730.83,CC10208,2524
Bank Charges & Adjustments,2008-2010,7,CC10208,2525
Professional Services,2008-2010,1550.79,CC10208,2526
Other,2008-2010,1591.04,CC10208,2527
Utilities,2008-2010,3878.89,CC10208,2528
Lease/Rent,2010-2012,244.69,CC10208,2529
"Surveys, Polls & Voter Lists",2010-2012,248.17,CC10208,2530
Postage/Mailing,2010-2012,3692.49,CC10208,2531
Printing,2010-2012,4167.39,CC10208,2532
Travel & Lodging,2010-2012,576.6,CC10208,2533
Filing Fee,2010-2012,250,CC10208,2534
Advertising,2010-2012,308.25,CC10208,2535
Durable Assets,2010-2012,2700.39,CC10208,2536
Bank Charges & Adjustments,2010-2012,37,CC10208,2537
Contribution to Political Party,2010-2012,500,CC10208,2538
Office Supplies,2010-2012,2483.24,CC10208,2539
Other,2010-2012,1795.17,CC10208,2540
Food & Beverages,2010-2012,7591.75,CC10208,2541
Professional Services,2010-2012,1189.55,CC10208,2542
Utilities,2010-2012,9433.2,CC10208,2543
Contribution to Community Organization,2010-2012,4335.95,CC10208,2544
Travel & Lodging,2012-2014,480.78,CC10208,2545
Lease/Rent,2012-2014,1255.42,CC10208,2546
Printing,2012-2014,4450.25,CC10208,2547
Postage/Mailing,2012-2014,766,CC10208,2548
Utilities,2012-2014,6478.7,CC10208,2549
Advertising,2012-2014,325,CC10208,2550
Food & Beverages,2012-2014,8322.84,CC10208,2551
Durable Assets,2012-2014,1447.7,CC10208,2552
Office Supplies,2012-2014,1162.73,CC10208,2553
Contribution to Political Party,2012-2014,285,CC10208,2554
Professional Services,2012-2014,967.16,CC10208,2555
Bank Charges & Adjustments,2012-2014,117,CC10208,2556
Other,2012-2014,485.37,CC10208,2557
Contribution to Community Organization,2012-2014,4820,CC10208,2558
Lease/Rent,2014-2016,1957.4,CC10208,2559
Advertising,2014-2016,601.05,CC10208,2560
Professional Services,2014-2016,2806.06,CC10208,2561
Candidate Fundraiser Tickets,2014-2016,513.51,CC10208,2562
Printing,2014-2016,7097.37,CC10208,2563
Postage/Mailing,2014-2016,4824.12,CC10208,2564
Travel & Lodging,2014-2016,3133.57,CC10208,2565
Filing Fee,2014-2016,359.95,CC10208,2566
Food & Beverages,2014-2016,9318.43,CC10208,2567
Office Supplies,2014-2016,2911.96,CC10208,2568
Durable Assets,2014-2016,2230.32,CC10208,2569
Contribution to Political Party,2014-2016,550,CC10208,2570
Other,2014-2016,4906.23,CC10208,2571
Utilities,2014-2016,5298.59,CC10208,2572
Contribution to Community Organization,2014-2016,5965.22,CC10208,2573
Professional Services,2016-2018,876.78,CC10208,2574
Candidate Fundraiser Tickets,2016-2018,762.3,CC10208,2575
Postage/Mailing,2016-2018,993.29,CC10208,2576
Advertising,2016-2018,275,CC10208,2577
Office Supplies,2016-2018,200.7,CC10208,2578
Utilities,2016-2018,2644.44,CC10208,2579
Civic or Community Group Membership,2016-2018,125,CC10208,2580
Printing,2016-2018,235.58,CC10208,2581
Food & Beverages,2016-2018,4231.57,CC10208,2582
Contribution to Community Organization,2016-2018,2180,CC10208,2583
Travel & Lodging,2006-2008,759.75,CC10209,2584
Contribution to Political Party,2006-2008,560,CC10209,2585
Advertising,2006-2008,3641.01,CC10209,2586
Professional Services,2006-2008,607.19,CC10209,2587
Printing,2006-2008,23681.43,CC10209,2588
Filing Fee,2006-2008,250,CC10209,2589
Postage/Mailing,2006-2008,24720.7,CC10209,2590
Vehicle,2006-2008,1631.5,CC10209,2591
Lease/Rent,2006-2008,1711.52,CC10209,2592
Candidate Fundraiser Tickets,2006-2008,241.6,CC10209,2593
Office Supplies,2006-2008,2152.16,CC10209,2594
Other,2006-2008,4379.08,CC10209,2595
Durable Assets,2006-2008,2468.01,CC10209,2596
Food & Beverages,2006-2008,6528.33,CC10209,2597
"Surveys, Polls & Voter Lists",2006-2008,6339.81,CC10209,2598
Utilities,2006-2008,396.78,CC10209,2599
Bank Charges & Adjustments,2006-2008,289.46,CC10209,2600
Contribution to Political Party,2008-2010,950,CC10209,2601
Contribution to Community Organization,2008-2010,100,CC10209,2602
Candidate Fundraiser Tickets,2008-2010,5700,CC10209,2603
Filing Fee,2008-2010,250,CC10209,2604
Advertising,2008-2010,21.38,CC10209,2605
Lease/Rent,2008-2010,534.53,CC10209,2606
Travel & Lodging,2008-2010,712.9,CC10209,2607
Postage/Mailing,2008-2010,2007.08,CC10209,2608
Durable Assets,2008-2010,737.69,CC10209,2609
Food & Beverages,2008-2010,8602.56,CC10209,2610
Utilities,2008-2010,2806.96,CC10209,2611
Bank Charges & Adjustments,2008-2010,1149.37,CC10209,2612
Professional Services,2008-2010,1092.82,CC10209,2613
Printing,2008-2010,3161.2,CC10209,2614
Other,2008-2010,1225.49,CC10209,2615
Hawaii Election Campaign Fund,2008-2010,50,CC10209,2616
Vehicle,2008-2010,1627.06,CC10209,2617
Office Supplies,2008-2010,1333.05,CC10209,2618
Vehicle,2010-2012,451.31,CC10209,2619
Contribution to Political Party,2010-2012,458,CC10209,2620
Professional Services,2010-2012,100,CC10209,2621
Filing Fee,2010-2012,250,CC10209,2622
Travel & Lodging,2010-2012,525.37,CC10209,2623
Postage/Mailing,2010-2012,989.56,CC10209,2624
Food & Beverages,2010-2012,3377.16,CC10209,2625
Other,2010-2012,4668.05,CC10209,2626
Office Supplies,2010-2012,1330.09,CC10209,2627
Bank Charges & Adjustments,2010-2012,659.2,CC10209,2628
Utilities,2010-2012,2564.71,CC10209,2629
Contribution to Community Organization,2010-2012,66,CC10209,2630
Printing,2010-2012,3724.98,CC10209,2631
Candidate Fundraiser Tickets,2010-2012,4250,CC10209,2632
Contribution to Political Party,2012-2014,925,CC10209,2633
Printing,2012-2014,11325.11,CC10209,2634
Postage/Mailing,2012-2014,9383.89,CC10209,2635
Vehicle,2012-2014,874.74,CC10209,2636
Office Supplies,2012-2014,2401.51,CC10209,2637
Other,2012-2014,2033.91,CC10209,2638
Advertising,2012-2014,429.77,CC10209,2639
Bank Charges & Adjustments,2012-2014,280.3,CC10209,2640
Utilities,2012-2014,2295.36,CC10209,2641
Candidate Fundraiser Tickets,2012-2014,1400,CC10209,2642
Food & Beverages,2012-2014,2132.44,CC10209,2643
Professional Services,2012-2014,606.3,CC10209,2644
Contribution to Political Party,2014-2016,3000,CC10209,2645
Hawaii Election Campaign Fund,2014-2016,200,CC10209,2646
Vehicle,2014-2016,3725.31,CC10209,2647
Printing,2014-2016,11890.3,CC10209,2648
Filing Fee,2014-2016,250,CC10209,2649
Postage/Mailing,2014-2016,8790,CC10209,2650
Office Supplies,2014-2016,1372.9,CC10209,2651
Food & Beverages,2014-2016,4453.05,CC10209,2652
Other,2014-2016,1141.92,CC10209,2653
Bank Charges & Adjustments,2014-2016,234.77,CC10209,2654
Utilities,2014-2016,1500.81,CC10209,2655
Professional Services,2014-2016,1461.87,CC10209,2656
Candidate Fundraiser Tickets,2014-2016,2600,CC10209,2657
Contribution to Political Party,2016-2018,2500,CC10209,2658
Office Supplies,2016-2018,202.41,CC10209,2659
Postage/Mailing,2016-2018,1766.68,CC10209,2660
Other,2016-2018,37.7,CC10209,2661
Food & Beverages,2016-2018,448.07,CC10209,2662
Hawaii Election Campaign Fund,2016-2018,750,CC10209,2663
Candidate Fundraiser Tickets,2016-2018,400,CC10209,2664
Professional Services,2016-2018,737.13,CC10209,2665
Bank Charges & Adjustments,2016-2018,210,CC10209,2666
Utilities,2016-2018,457.52,CC10209,2667
Advertising,2006-2008,12156.07,CC10210,2668
Contribution to Political Party,2006-2008,640,CC10210,2669
Travel & Lodging,2006-2008,454.17,CC10210,2670
"Surveys, Polls & Voter Lists",2006-2008,197.36,CC10210,2671
Professional Services,2006-2008,950,CC10210,2672
Office Supplies,2006-2008,470.23,CC10210,2673
Postage/Mailing,2006-2008,10402.04,CC10210,2674
Printing,2006-2008,7126.38,CC10210,2675
Other,2006-2008,7360.21,CC10210,2676
Food & Beverages,2006-2008,1864.39,CC10210,2677
Advertising,2008-2010,2000,CC10210,2678
Bank Charges & Adjustments,2008-2010,299.03,CC10210,2679
Hawaii Election Campaign Fund,2008-2010,90.3,CC10210,2680
"Surveys, Polls & Voter Lists",2008-2010,197.36,CC10210,2681
Bank Charges & Adjustments,2012-2014,74.09,CC10211,2682
Contribution to Community Organization,2006-2008,2000,CC10213,2683
Candidate Fundraiser Tickets,2006-2008,3450,CC10213,2684
Advertising,2006-2008,6119.84,CC10214,2685
Printing,2008-2010,2444,CC10214,2686
Bank Charges & Adjustments,2010-2012,71.68,CC10214,2687
Bank Charges & Adjustments,2012-2014,30,CC10214,2688
Advertising,2012-2014,1047.12,CC10214,2689
Printing,2012-2014,4123.04,CC10214,2690
Hawaii Election Campaign Fund,2014-2016,500,CC10214,2691
Candidate Fundraiser Tickets,2008-2010,50,CC10215,2692
Other,2010-2012,350,CC10215,2693
Travel & Lodging,2010-2012,711.06,CC10215,2694
Bank Charges & Adjustments,2012-2014,15,CC10215,2695
Bank Charges & Adjustments,2006-2008,12,CC10216,2696
Candidate Fundraiser Tickets,2006-2008,50,CC10216,2697
Other,2006-2008,6375,CC10216,2698
Professional Services,2006-2008,12225,CC10216,2699
Contribution to Community Organization,2006-2008,1432.97,CC10216,2700
Bank Charges & Adjustments,2006-2008,39,CC10217,2701
Candidate Fundraiser Tickets,2006-2008,125,CC10217,2702
Contribution to Political Party,2006-2008,100,CC10217,2703
Postage/Mailing,2006-2008,3109.76,CC10217,2704
"Surveys, Polls & Voter Lists",2006-2008,36,CC10217,2705
Vehicle,2006-2008,70.2,CC10217,2706
Other,2006-2008,4991.44,CC10217,2707
Lease/Rent,2006-2008,1172.79,CC10217,2708
Contribution to Community Organization,2006-2008,670,CC10217,2709
Office Supplies,2006-2008,279.54,CC10217,2710
Filing Fee,2006-2008,250,CC10217,2711
Food & Beverages,2006-2008,8852.71,CC10217,2712
Advertising,2006-2008,15186.98,CC10217,2713
Printing,2006-2008,5189.84,CC10217,2714
Contribution to Political Party,2008-2010,200,CC10217,2715
Postage/Mailing,2008-2010,539.19,CC10217,2716
Lease/Rent,2008-2010,1084,CC10217,2717
Other,2008-2010,5736.07,CC10217,2718
Office Supplies,2008-2010,186.59,CC10217,2719
Filing Fee,2008-2010,25,CC10217,2720
Advertising,2008-2010,13468.6,CC10217,2721
Contribution to Community Organization,2008-2010,2119.9,CC10217,2722
Food & Beverages,2008-2010,6749.26,CC10217,2723
Printing,2008-2010,3874.1,CC10217,2724
Bank Charges & Adjustments,2010-2012,15.75,CC10217,2725
Candidate Fundraiser Tickets,2010-2012,150,CC10217,2726
Contribution to Political Party,2010-2012,600,CC10217,2727
Postage/Mailing,2010-2012,697.71,CC10217,2728
Vehicle,2010-2012,64.55,CC10217,2729
Lease/Rent,2010-2012,542,CC10217,2730
Filing Fee,2010-2012,250,CC10217,2731
Office Supplies,2010-2012,505.04,CC10217,2732
Advertising,2010-2012,5682.52,CC10217,2733
Printing,2010-2012,5582.12,CC10217,2734
Other,2010-2012,5574.02,CC10217,2735
Contribution to Community Organization,2010-2012,777.08,CC10217,2736
Food & Beverages,2010-2012,8944.46,CC10217,2737
Postage/Mailing,2012-2014,907.41,CC10217,2738
Candidate Fundraiser Tickets,2012-2014,3270,CC10217,2739
Filing Fee,2012-2014,250,CC10217,2740
Advertising,2012-2014,16819.52,CC10217,2741
Bank Charges & Adjustments,2012-2014,49,CC10217,2742
Office Supplies,2012-2014,212.44,CC10217,2743
Other,2012-2014,7837.08,CC10217,2744
Printing,2012-2014,5072,CC10217,2745
Food & Beverages,2012-2014,11681.68,CC10217,2746
Contribution to Political Party,2012-2014,550,CC10217,2747
Lease/Rent,2012-2014,1260,CC10217,2748
Contribution to Community Organization,2012-2014,2300,CC10217,2749
Contribution to Political Party,2014-2016,200,CC10217,2750
Postage/Mailing,2014-2016,841.2,CC10217,2751
Office Supplies,2014-2016,805.31,CC10217,2752
Filing Fee,2014-2016,250,CC10217,2753
"Surveys, Polls & Voter Lists",2014-2016,100,CC10217,2754
Advertising,2014-2016,32754.77,CC10217,2755
Insurance,2014-2016,176,CC10217,2756
Other,2014-2016,6931.77,CC10217,2757
Printing,2014-2016,5773.78,CC10217,2758
Food & Beverages,2014-2016,10681.24,CC10217,2759
Lease/Rent,2014-2016,2595,CC10217,2760
Contribution to Community Organization,2014-2016,3350,CC10217,2761
Bank Charges & Adjustments,2016-2018,474.28,CC10217,2762
Hawaii Election Campaign Fund,2016-2018,50,CC10217,2763
Other,2016-2018,82390.04,CC10217,2764
Bank Charges & Adjustments,2006-2008,10,CC10218,2765
Food & Beverages,2008-2010,301.25,CC10218,2766
Bank Charges & Adjustments,2008-2010,20,CC10218,2767
Filing Fee,2008-2010,25,CC10218,2768
Hawaii Election Campaign Fund,2008-2010,19932.33,CC10218,2769
Bank Charges & Adjustments,2010-2012,78,CC10218,2770
Filing Fee,2010-2012,70,CC10218,2771
Other,2012-2014,891.67,CC10218,2772
Bank Charges & Adjustments,2012-2014,10,CC10218,2773
Food & Beverages,2012-2014,3117.2,CC10218,2774
Advertising,2012-2014,21799.07,CC10218,2775
Filing Fee,2012-2014,125,CC10218,2776
Bank Charges & Adjustments,2014-2016,10,CC10218,2777
Contribution to Political Party,2006-2008,165,CC10219,2778
Office Supplies,2006-2008,47.02,CC10219,2779
Travel & Lodging,2006-2008,812.24,CC10219,2780
Other,2006-2008,32.71,CC10219,2781
Other,2008-2010,200,CC10219,2782
Contribution to Political Party,2010-2012,125,CC10219,2783
Other,2010-2012,200,CC10219,2784
Candidate Fundraiser Tickets,2012-2014,1000,CC10219,2785
Contribution to Political Party,2014-2016,300,CC10219,2786
Hawaii Election Campaign Fund,2016-2018,4663.02,CC10219,2787
Contribution to Political Party,2006-2008,100,CC10221,2788
"Surveys, Polls & Voter Lists",2006-2008,197.36,CC10221,2789
Postage/Mailing,2006-2008,41.75,CC10221,2790
Durable Assets,2006-2008,534.99,CC10221,2791
Professional Services,2006-2008,5642.84,CC10221,2792
Advertising,2006-2008,468.34,CC10221,2793
Travel & Lodging,2006-2008,1196.15,CC10221,2794
Office Supplies,2006-2008,737.22,CC10221,2795
Printing,2006-2008,1283.39,CC10221,2796
Bank Charges & Adjustments,2006-2008,435.08,CC10221,2797
Other,2006-2008,977.66,CC10221,2798
Contribution to Community Organization,2006-2008,100,CC10221,2799
Candidate Fundraiser Tickets,2006-2008,2400,CC10221,2800
Food & Beverages,2006-2008,4799.61,CC10221,2801
Filing Fee,2006-2008,308,CC10221,2802
Durable Assets,2008-2010,2193.27,CC10221,2803
Taxes,2008-2010,170.41,CC10221,2804
Utilities,2008-2010,123.61,CC10221,2805
Lease/Rent,2008-2010,4400.01,CC10221,2806
"Surveys, Polls & Voter Lists",2008-2010,15227.42,CC10221,2807
Postage/Mailing,2008-2010,6893.96,CC10221,2808
Travel & Lodging,2008-2010,6995.72,CC10221,2809
Professional Services,2008-2010,66562.95,CC10221,2810
Contribution to Community Organization,2008-2010,480,CC10221,2811
Candidate Fundraiser Tickets,2008-2010,600,CC10221,2812
Other,2008-2010,14681.74,CC10221,2813
Office Supplies,2008-2010,2871.5,CC10221,2814
Advertising,2008-2010,224218.09,CC10221,2815
Food & Beverages,2008-2010,19981.75,CC10221,2816
Filing Fee,2008-2010,786.87,CC10221,2817
Printing,2008-2010,24339.35,CC10221,2818
Bank Charges & Adjustments,2008-2010,4517.72,CC10221,2819
Office Supplies,2010-2012,13.39,CC10221,2820
Contribution to Political Party,2010-2012,1850,CC10221,2821
Utilities,2010-2012,62.32,CC10221,2822
Food & Beverages,2010-2012,189.37,CC10221,2823
Professional Services,2010-2012,4299.61,CC10221,2824
Postage/Mailing,2010-2012,103,CC10221,2825
Travel & Lodging,2010-2012,2272.81,CC10221,2826
Bank Charges & Adjustments,2010-2012,2625.83,CC10221,2827
Other,2010-2012,253.26,CC10221,2828
Candidate Fundraiser Tickets,2010-2012,5000,CC10221,2829
Contribution to Community Organization,2010-2012,4675,CC10221,2830
Contribution to Community Organization,2012-2014,3000,CC10221,2831
Professional Services,2012-2014,1123.68,CC10221,2832
Candidate Fundraiser Tickets,2012-2014,400,CC10221,2833
Bank Charges & Adjustments,2012-2014,296.35,CC10221,2834
Office Supplies,2006-2008,60.58,CC10222,2835
Advertising,2006-2008,285.25,CC10222,2836
Food & Beverages,2006-2008,2339.42,CC10222,2837
Professional Services,2006-2008,4816.75,CC10222,2838
Bank Charges & Adjustments,2006-2008,7,CC10222,2839
Other,2006-2008,8872.49,CC10222,2840
Lease/Rent,2006-2008,283.5,CC10223,2841
Filing Fee,2006-2008,1500,CC10223,2842
Insurance,2006-2008,277.4,CC10223,2843
Employee Services,2006-2008,48796.18,CC10223,2844
Printing,2006-2008,93.76,CC10223,2845
Postage/Mailing,2006-2008,5,CC10223,2846
Hawaii Election Campaign Fund,2006-2008,350,CC10223,2847
Office Supplies,2006-2008,30.97,CC10223,2848
Advertising,2006-2008,15268.22,CC10223,2849
Vehicle,2006-2008,491.49,CC10223,2850
Travel & Lodging,2006-2008,2762.42,CC10223,2851
Food & Beverages,2006-2008,31766.97,CC10223,2852
Contribution to Community Organization,2006-2008,6000,CC10223,2853
Taxes,2006-2008,26644.1,CC10223,2854
Professional Services,2006-2008,33568.79,CC10223,2855
Utilities,2006-2008,532.29,CC10223,2856
Bank Charges & Adjustments,2006-2008,5135.52,CC10223,2857
"Surveys, Polls & Voter Lists",2006-2008,31987,CC10223,2858
Other,2006-2008,31433.84,CC10223,2859
Candidate Fundraiser Tickets,2006-2008,19300,CC10223,2860
Utilities,2008-2010,57.4,CC10223,2861
Contribution to Political Party,2008-2010,25000,CC10223,2862
Hawaii Election Campaign Fund,2008-2010,1500,CC10223,2863
Professional Services,2008-2010,5513.85,CC10223,2864
Contribution to Community Organization,2008-2010,6000,CC10223,2865
"Surveys, Polls & Voter Lists",2008-2010,28046,CC10223,2866
Other,2008-2010,4997.57,CC10223,2867
Candidate Fundraiser Tickets,2008-2010,53750,CC10223,2868
Contribution to Political Party,2006-2008,1750,CC10224,2869
Candidate Fundraiser Tickets,2006-2008,321.46,CC10224,2870
Contribution to Community Organization,2006-2008,532.46,CC10224,2871
Office Supplies,2006-2008,365.37,CC10224,2872
Printing,2006-2008,8332.84,CC10224,2873
Professional Services,2006-2008,14260.29,CC10224,2874
Postage/Mailing,2006-2008,4826.98,CC10224,2875
Bank Charges & Adjustments,2006-2008,56,CC10224,2876
Lease/Rent,2006-2008,597.08,CC10224,2877
Other,2006-2008,6097.38,CC10224,2878
Food & Beverages,2006-2008,4205.38,CC10224,2879
Filing Fee,2008-2010,500,CC10224,2880
Durable Assets,2008-2010,523.53,CC10224,2881
Utilities,2008-2010,4548.54,CC10224,2882
Bank Charges & Adjustments,2008-2010,3867.25,CC10224,2883
Insurance,2008-2010,1171.8,CC10224,2884
Travel & Lodging,2008-2010,21379.07,CC10224,2885
Printing,2008-2010,70989.28,CC10224,2886
"Surveys, Polls & Voter Lists",2008-2010,87801.09,CC10224,2887
Postage/Mailing,2008-2010,43684.66,CC10224,2888
Office Supplies,2008-2010,4131.7,CC10224,2889
Other,2008-2010,34538.97,CC10224,2890
Food & Beverages,2008-2010,56054.85,CC10224,2891
Hawaii Election Campaign Fund,2008-2010,100,CC10224,2892
Vehicle,2008-2010,54,CC10224,2893
Professional Services,2008-2010,229937.07,CC10224,2894
Advertising,2008-2010,615742.75,CC10224,2895
Lease/Rent,2008-2010,21382.26,CC10224,2896
Utilities,2010-2012,6925.42,CC10224,2897
Vehicle,2010-2012,86.32,CC10224,2898
Insurance,2010-2012,1071.8,CC10224,2899
Travel & Lodging,2010-2012,5182.32,CC10224,2900
Bank Charges & Adjustments,2010-2012,10506.17,CC10224,2901
Printing,2010-2012,65052.95,CC10224,2902
"Surveys, Polls & Voter Lists",2010-2012,76894.54,CC10224,2903
Professional Services,2010-2012,81841.11,CC10224,2904
Food & Beverages,2010-2012,126283.64,CC10224,2905
Other,2010-2012,44684,CC10224,2906
Office Supplies,2010-2012,4686.89,CC10224,2907
Lease/Rent,2010-2012,31941.1,CC10224,2908
Advertising,2010-2012,1173620.33,CC10224,2909
Postage/Mailing,2010-2012,39706.96,CC10224,2910
Travel & Lodging,2012-2014,3337.59,CC10224,2911
Utilities,2012-2014,1608.97,CC10224,2912
"Surveys, Polls & Voter Lists",2012-2014,38900.52,CC10224,2913
Contribution to Political Party,2012-2014,500,CC10224,2914
Lease/Rent,2012-2014,9529.52,CC10224,2915
Bank Charges & Adjustments,2012-2014,12180.39,CC10224,2916
Advertising,2012-2014,30571.94,CC10224,2917
Hawaii Election Campaign Fund,2012-2014,1000,CC10224,2918
Postage/Mailing,2012-2014,1148.82,CC10224,2919
Contribution to Community Organization,2012-2014,1685.8,CC10224,2920
Professional Services,2012-2014,42970.99,CC10224,2921
Other,2012-2014,53507.32,CC10224,2922
Printing,2012-2014,9528.85,CC10224,2923
Food & Beverages,2012-2014,103043.68,CC10224,2924
Office Supplies,2012-2014,2884.01,CC10224,2925
Travel & Lodging,2014-2016,2188.46,CC10224,2926
Bank Charges & Adjustments,2014-2016,19117.51,CC10224,2927
Insurance,2014-2016,1445.33,CC10224,2928
Utilities,2014-2016,11124.64,CC10224,2929
Contribution to Political Party,2014-2016,6000,CC10224,2930
Hawaii Election Campaign Fund,2014-2016,125,CC10224,2931
Advertising,2014-2016,1789552.18,CC10224,2932
"Surveys, Polls & Voter Lists",2014-2016,222733.96,CC10224,2933
Postage/Mailing,2014-2016,131113.19,CC10224,2934
Office Supplies,2014-2016,8883.46,CC10224,2935
Professional Services,2014-2016,316661.16,CC10224,2936
Food & Beverages,2014-2016,249878.74,CC10224,2937
Printing,2014-2016,67491.02,CC10224,2938
Lease/Rent,2014-2016,67833.83,CC10224,2939
Other,2014-2016,169698.54,CC10224,2940
Postage/Mailing,2016-2018,1715,CC10224,2941
Utilities,2016-2018,813.12,CC10224,2942
Lease/Rent,2016-2018,1359.68,CC10224,2943
"Surveys, Polls & Voter Lists",2016-2018,15823.31,CC10224,2944
Printing,2016-2018,6014.56,CC10224,2945
Bank Charges & Adjustments,2016-2018,4115.21,CC10224,2946
Advertising,2016-2018,68779.07,CC10224,2947
Contribution to Political Party,2016-2018,3000,CC10224,2948
Other,2016-2018,15244.67,CC10224,2949
Food & Beverages,2016-2018,31405.94,CC10224,2950
Hawaii Election Campaign Fund,2016-2018,18650,CC10224,2951
Professional Services,2016-2018,63837.69,CC10224,2952
Postage/Mailing,2006-2008,5150.31,CC10226,2953
Printing,2006-2008,16861.55,CC10226,2954
Office Supplies,2006-2008,24.1,CC10226,2955
Food & Beverages,2006-2008,914.06,CC10226,2956
Contribution to Community Organization,2006-2008,302.6,CC10226,2957
Advertising,2006-2008,26598.31,CC10226,2958
Other,2006-2008,3159.66,CC10226,2959
Bank Charges & Adjustments,2008-2010,133,CC10226,2960
Office Supplies,2008-2010,380.25,CC10226,2961
Postage/Mailing,2008-2010,1420,CC10226,2962
Contribution to Political Party,2008-2010,40,CC10226,2963
Professional Services,2008-2010,19080.72,CC10226,2964
Candidate Fundraiser Tickets,2008-2010,20,CC10226,2965
Printing,2008-2010,86.45,CC10226,2966
Filing Fee,2008-2010,25,CC10226,2967
Travel & Lodging,2008-2010,871.58,CC10226,2968
Food & Beverages,2008-2010,5873.34,CC10226,2969
Other,2008-2010,1686.93,CC10226,2970
Advertising,2008-2010,22279.02,CC10226,2971
Contribution to Community Organization,2008-2010,2553.31,CC10226,2972
Candidate Fundraiser Tickets,2010-2012,1220,CC10226,2973
Bank Charges & Adjustments,2010-2012,181,CC10226,2974
Lease/Rent,2010-2012,100,CC10226,2975
Professional Services,2010-2012,11143.17,CC10226,2976
Insurance,2010-2012,100,CC10226,2977
Travel & Lodging,2010-2012,377.2,CC10226,2978
Filing Fee,2010-2012,250,CC10226,2979
Other,2010-2012,2511.28,CC10226,2980
Contribution to Community Organization,2010-2012,8810,CC10226,2981
Postage/Mailing,2010-2012,590.45,CC10226,2982
Food & Beverages,2010-2012,16056,CC10226,2983
Office Supplies,2010-2012,367.3,CC10226,2984
Advertising,2010-2012,30979.18,CC10226,2985
Candidate Fundraiser Tickets,2012-2014,8000,CC10226,2986
Office Supplies,2012-2014,705.71,CC10226,2987
Professional Services,2012-2014,3910.42,CC10226,2988
Hawaii Election Campaign Fund,2012-2014,500,CC10226,2989
Bank Charges & Adjustments,2012-2014,83.5,CC10226,2990
Contribution to Political Party,2012-2014,11700,CC10226,2991
Insurance,2012-2014,100,CC10226,2992
Travel & Lodging,2012-2014,5613.49,CC10226,2993
Other,2012-2014,4229.84,CC10226,2994
Food & Beverages,2012-2014,5268.85,CC10226,2995
Advertising,2012-2014,13396.94,CC10226,2996
Contribution to Community Organization,2012-2014,5588.92,CC10226,2997
Bank Charges & Adjustments,2014-2016,245.5,CC10226,2998
Office Supplies,2014-2016,39,CC10226,2999
Postage/Mailing,2014-2016,15206,CC10226,3000
Insurance,2014-2016,200,CC10226,3001
Printing,2014-2016,2348.74,CC10226,3002
Travel & Lodging,2014-2016,17981.5,CC10226,3003
Filing Fee,2014-2016,250,CC10226,3004
Candidate Fundraiser Tickets,2014-2016,11900,CC10226,3005
Professional Services,2014-2016,28438.23,CC10226,3006
Contribution to Political Party,2014-2016,12500,CC10226,3007
Contribution to Community Organization,2014-2016,2449.62,CC10226,3008
Food & Beverages,2014-2016,14285.42,CC10226,3009
Advertising,2014-2016,77671.1,CC10226,3010
Other,2014-2016,11941.09,CC10226,3011
Bank Charges & Adjustments,2016-2018,47,CC10226,3012
Professional Services,2016-2018,1492.71,CC10226,3013
Postage/Mailing,2016-2018,4887,CC10226,3014
Insurance,2016-2018,100,CC10226,3015
Candidate Fundraiser Tickets,2016-2018,1000,CC10226,3016
Contribution to Political Party,2016-2018,1000,CC10226,3017
Travel & Lodging,2016-2018,3548.19,CC10226,3018
Other,2016-2018,2586.25,CC10226,3019
Contribution to Community Organization,2016-2018,2555,CC10226,3020
Civic or Community Group Membership,2016-2018,200,CC10226,3021
Food & Beverages,2016-2018,3401.03,CC10226,3022
Advertising,2016-2018,8973.19,CC10226,3023
Candidate Fundraiser Tickets,2008-2010,437.39,CC10227,3024
Professional Services,2006-2008,180,CC10229,3025
Printing,2006-2008,93.19,CC10229,3026
Food & Beverages,2006-2008,2099.92,CC10229,3027
Advertising,2006-2008,150,CC10229,3028
Office Supplies,2006-2008,19.19,CC10229,3029
