expenditure_category,election_period,amount,reg_no,id
"Filing Fee, Escheat, Fine",2006-2008,250.00,CC10351,6427
"Advertising, Media & Collateral Materials",2006-2008,6335.72,CC10351,6428
"Bank Charges, Merchant Fees & Adjustments",2006-2008,34.58,CC10351,6429
Office Supplies,2006-2008,759.05,CC10351,6430
Food & Beverages,2008-2010,413.46,CC10351,6431
"Advertising, Media & Collateral Materials",2006-2008,23996.79,CC10352,6432
Office Supplies,2006-2008,39.45,CC10352,6433
Candidate Fundraiser Tickets,2006-2008,416.24,CC10352,6434
Postage/Mailing,2006-2008,7662.63,CC10352,6435
"Vehicle, Gas & Parking",2006-2008,50.44,CC10352,6436
Travel & Lodging,2006-2008,173.29,CC10352,6437
Food & Beverages,2006-2008,2027.09,CC10352,6438
Other,2006-2008,2875.96,CC10352,6439
"Surveys, Polls, Research & Voter Lists",2006-2008,300.00,CC10352,6440
"Filing Fee, Escheat, Fine",2006-2008,250.00,CC10352,6441
"Filing Fee, Escheat, Fine",2008-2010,260.00,CC10352,6442
Hawaii Election Campaign Fund,2008-2010,122.50,CC10352,6443
Contribution to Political Party,2008-2010,700.00,CC10352,6444
Durable Assets (Supplies/Equipment),2008-2010,2010.19,CC10352,6445
Food & Beverages,2008-2010,4297.51,CC10352,6446
Candidate Fundraiser Tickets,2008-2010,600.00,CC10352,6447
Campaign Headquarters,2008-2010,289.60,CC10352,6448
Office Supplies,2008-2010,575.68,CC10352,6449
"Bank Charges, Merchant Fees & Adjustments",2008-2010,52.00,CC10352,6450
Postage/Mailing,2008-2010,568.80,CC10352,6451
Donations,2008-2010,300.00,CC10352,6452
"Printing, Postage, Mailing & Freight",2008-2010,1368.41,CC10352,6453
"Surveys, Polls, Research & Voter Lists",2008-2010,50.00,CC10352,6454
Other,2008-2010,4403.88,CC10352,6455
"Advertising, Media & Collateral Materials",2008-2010,6402.65,CC10352,6456
Contribution to Political Party,2010-2012,850.00,CC10352,6457
"Printing, Postage, Mailing & Freight",2010-2012,1794.58,CC10352,6458
"Advertising, Media & Collateral Materials",2010-2012,10724.31,CC10352,6459
Postage/Mailing,2010-2012,4307.09,CC10352,6460
Other,2010-2012,4752.70,CC10352,6461
Campaign Headquarters,2010-2012,650.00,CC10352,6462
Office Supplies,2010-2012,718.57,CC10352,6463
"Bank Charges, Merchant Fees & Adjustments",2010-2012,17.25,CC10352,6464
Food & Beverages,2010-2012,5143.06,CC10352,6465
Candidate Fundraiser Tickets,2010-2012,341.14,CC10352,6466
Donations,2010-2012,100.00,CC10352,6467
"Printing, Postage, Mailing & Freight",2012-2014,8663.88,CC10352,6468
Other,2012-2014,6095.26,CC10352,6469
Travel & Lodging,2012-2014,1022.00,CC10352,6470
Food & Beverages,2012-2014,4321.65,CC10352,6471
"Bank Charges, Merchant Fees & Adjustments",2012-2014,59.65,CC10352,6472
Office Supplies,2012-2014,143.45,CC10352,6473
Postage/Mailing,2012-2014,5712.99,CC10352,6474
Durable Assets (Supplies/Equipment),2012-2014,1160.91,CC10352,6475
Donations,2012-2014,930.00,CC10352,6476
"Advertising, Media & Collateral Materials",2012-2014,5020.03,CC10352,6477
Contribution to Political Party,2012-2014,650.00,CC10352,6478
"Surveys, Polls, Research & Voter Lists",2012-2014,262.55,CC10352,6479
Hawaii Election Campaign Fund,2012-2014,1100.00,CC10352,6480
Candidate Fundraiser Tickets,2012-2014,5550.00,CC10352,6481
"Bank Charges, Merchant Fees & Adjustments",2014-2016,31.50,CC10352,6482
"Contract, Employee & Professional Services",2014-2016,1559.98,CC10352,6483
Other,2014-2016,3981.07,CC10352,6484
Donations,2014-2016,2325.94,CC10352,6485
"Printing, Postage, Mailing & Freight",2014-2016,3649.78,CC10352,6486
Candidate Fundraiser Tickets,2014-2016,20.00,CC10352,6487
Contribution to Political Party,2014-2016,775.00,CC10352,6488
Travel & Lodging,2014-2016,5984.50,CC10352,6489
Membership & Subscription Fees,2014-2016,50.00,CC10352,6490
Office Supplies,2014-2016,252.89,CC10352,6491
Food & Beverages,2014-2016,4321.69,CC10352,6492
Hawaii Election Campaign Fund,2014-2016,385.00,CC10352,6493
Postage/Mailing,2014-2016,3278.00,CC10352,6494
"Advertising, Media & Collateral Materials",2014-2016,7456.14,CC10352,6495
Hawaii Election Campaign Fund,2016-2018,800.00,CC10352,6496
Travel & Lodging,2016-2018,11919.18,CC10352,6497
Donations,2016-2018,1317.37,CC10352,6498
"Advertising, Media & Collateral Materials",2016-2018,4585.28,CC10352,6499
Candidate Fundraiser Tickets,2016-2018,130.89,CC10352,6500
"Printing, Postage, Mailing & Freight",2016-2018,5659.33,CC10352,6501
Membership & Subscription Fees,2016-2018,600.00,CC10352,6502
Postage/Mailing,2016-2018,5779.01,CC10352,6503
Contribution to Political Party,2016-2018,150.00,CC10352,6504
Food & Beverages,2016-2018,4494.89,CC10352,6505
"Filing Fee, Escheat, Fine",2016-2018,250.00,CC10352,6506
Other,2016-2018,9269.21,CC10352,6507
Office Supplies,2016-2018,402.89,CC10352,6508
Membership & Subscription Fees,2018-2020,479.00,CC10352,6509
Other,2018-2020,107.66,CC10352,6510
"Advertising, Media & Collateral Materials",2018-2020,14960.60,CC10352,6511
Food & Beverages,2018-2020,5359.45,CC10352,6512
Contribution to Political Party,2018-2020,2200.00,CC10352,6513
Travel & Lodging,2018-2020,3831.12,CC10352,6514
"Printing, Postage, Mailing & Freight",2018-2020,12963.17,CC10352,6515
Office Supplies,2018-2020,647.67,CC10352,6516
Candidate Fundraiser Tickets,2018-2020,3250.00,CC10352,6517
"Contract, Employee & Professional Services",2018-2020,314.14,CC10352,6518
Durable Assets (Supplies/Equipment),2018-2020,3327.75,CC10352,6519
Donations,2018-2020,3213.00,CC10352,6520
"Filing Fee, Escheat, Fine",2018-2020,250.00,CC10352,6521
Postage/Mailing,2018-2020,5119.58,CC10352,6522
"Bank Charges, Merchant Fees & Adjustments",2018-2020,139.64,CC10352,6523
Office Supplies,2020-2022,349.98,CC10352,6524
"Bank Charges, Merchant Fees & Adjustments",2020-2022,33.53,CC10352,6525
"Advertising, Media & Collateral Materials",2020-2022,490.65,CC10352,6526
"Printing, Postage, Mailing & Freight",2020-2022,1000.46,CC10352,6527
Food & Beverages,2020-2022,37.70,CC10352,6528
"Bank Charges, Merchant Fees & Adjustments",2006-2008,93.65,CC10353,6529
"Surveys, Polls, Research & Voter Lists",2006-2008,555.50,CC10353,6530
Other,2006-2008,190.01,CC10353,6531
Food & Beverages,2006-2008,1345.46,CC10353,6532
Office Supplies,2006-2008,745.33,CC10353,6533
"Advertising, Media & Collateral Materials",2006-2008,3479.01,CC10353,6534
"Contract, Employee & Professional Services",2006-2008,16.19,CC10353,6535
Postage/Mailing,2006-2008,11618.52,CC10353,6536
"Filing Fee, Escheat, Fine",2006-2008,25.00,CC10353,6537
"Printing, Postage, Mailing & Freight",2006-2008,9778.90,CC10353,6538
"Printing, Postage, Mailing & Freight",2008-2010,227.08,CC10353,6539
Candidate Fundraiser Tickets,2008-2010,74.93,CC10353,6540
Food & Beverages,2008-2010,2606.30,CC10353,6541
Office Supplies,2008-2010,27.84,CC10353,6542
"Surveys, Polls, Research & Voter Lists",2008-2010,795.00,CC10353,6543
Postage/Mailing,2008-2010,3477.82,CC10353,6544
"Contract, Employee & Professional Services",2008-2010,4.17,CC10353,6545
"Advertising, Media & Collateral Materials",2008-2010,10588.62,CC10353,6546
"Bank Charges, Merchant Fees & Adjustments",2008-2010,102.00,CC10353,6547
Other,2008-2010,236.20,CC10353,6548
"Contract, Employee & Professional Services",2010-2012,966.01,CC10353,6549
Food & Beverages,2010-2012,6550.55,CC10353,6550
"Printing, Postage, Mailing & Freight",2010-2012,3865.32,CC10353,6551
Contribution to Political Party,2010-2012,200.00,CC10353,6552
"Filing Fee, Escheat, Fine",2010-2012,150.00,CC10353,6553
Postage/Mailing,2010-2012,13062.67,CC10353,6554
"Surveys, Polls, Research & Voter Lists",2010-2012,576.49,CC10353,6555
Other,2010-2012,713.74,CC10353,6556
Donations,2010-2012,50.00,CC10353,6557
"Advertising, Media & Collateral Materials",2010-2012,10985.58,CC10353,6558
Office Supplies,2012-2014,35.74,CC10353,6559
Postage/Mailing,2012-2014,1680.00,CC10353,6560
"Printing, Postage, Mailing & Freight",2012-2014,6156.06,CC10353,6561
Donations,2012-2014,50.00,CC10353,6562
Food & Beverages,2012-2014,2964.60,CC10353,6563
"Contract, Employee & Professional Services",2012-2014,512.14,CC10353,6564
Campaign Headquarters,2012-2014,323.34,CC10353,6565
"Filing Fee, Escheat, Fine",2012-2014,240.63,CC10353,6566
Other,2012-2014,631.98,CC10353,6567
"Advertising, Media & Collateral Materials",2012-2014,10446.68,CC10353,6568
Contribution to Political Party,2014-2016,100.00,CC10353,6569
Hawaii Election Campaign Fund,2014-2016,300.00,CC10353,6570
Food & Beverages,2014-2016,3377.18,CC10353,6571
"Contract, Employee & Professional Services",2014-2016,20.83,CC10353,6572
Other,2014-2016,1519.44,CC10353,6573
"Filing Fee, Escheat, Fine",2014-2016,251.04,CC10353,6574
Candidate Fundraiser Tickets,2014-2016,275.00,CC10353,6575
Donations,2014-2016,1090.00,CC10353,6576
Office Supplies,2014-2016,98.88,CC10353,6577
"Printing, Postage, Mailing & Freight",2014-2016,2390.77,CC10353,6578
Postage/Mailing,2014-2016,6671.28,CC10353,6579
"Advertising, Media & Collateral Materials",2014-2016,13481.99,CC10353,6580
"Surveys, Polls, Research & Voter Lists",2016-2018,395.46,CC10353,6581
Candidate Fundraiser Tickets,2016-2018,170.00,CC10353,6582
Postage/Mailing,2016-2018,4924.99,CC10353,6583
Office Supplies,2016-2018,2.38,CC10353,6584
Donations,2016-2018,687.63,CC10353,6585
"Contract, Employee & Professional Services",2016-2018,4958.62,CC10353,6586
"Advertising, Media & Collateral Materials",2016-2018,11679.49,CC10353,6587
Food & Beverages,2016-2018,3451.45,CC10353,6588
Other,2016-2018,379.38,CC10353,6589
"Printing, Postage, Mailing & Freight",2016-2018,3336.65,CC10353,6590
Hawaii Election Campaign Fund,2016-2018,550.00,CC10353,6591
Donations,2018-2020,1034.69,CC10353,6592
"Printing, Postage, Mailing & Freight",2018-2020,2142.35,CC10353,6593
"Advertising, Media & Collateral Materials",2018-2020,11879.24,CC10353,6594
Food & Beverages,2018-2020,2290.57,CC10353,6595
Hawaii Election Campaign Fund,2018-2020,850.00,CC10353,6596
Food & Beverages,2020-2022,363.67,CC10353,6597
"Filing Fee, Escheat, Fine",2020-2022,500.00,CC10353,6598
"Printing, Postage, Mailing & Freight",2020-2022,0.70,CC10353,6599
"Advertising, Media & Collateral Materials",2020-2022,2177.80,CC10353,6600
Employee/Volunteer Gifts,2020-2022,594.14,CC10353,6601
Taxes & Insurance,2006-2008,93.08,CC10354,6602
Donations,2006-2008,75.00,CC10354,6603
"Bank Charges, Merchant Fees & Adjustments",2006-2008,11.25,CC10354,6604
"Printing, Postage, Mailing & Freight",2006-2008,85.05,CC10354,6605
Food & Beverages,2006-2008,125.47,CC10354,6606
"Advertising, Media & Collateral Materials",2006-2008,1062.94,CC10354,6607
Postage/Mailing,2006-2008,41.00,CC10354,6608
"Filing Fee, Escheat, Fine",2006-2008,250.00,CC10354,6609
"Advertising, Media & Collateral Materials",2008-2010,664.97,CC10354,6610
Other,2008-2010,350.00,CC10354,6611
"Filing Fee, Escheat, Fine",2008-2010,250.00,CC10354,6612
Food & Beverages,2008-2010,53.49,CC10354,6613
Taxes & Insurance,2008-2010,4.68,CC10354,6614
Food & Beverages,2010-2012,552.65,CC10354,6615
Other,2012-2014,2000.00,CC10354,6616
"Bank Charges, Merchant Fees & Adjustments",2012-2014,0.02,CC10354,6617
Donations,2012-2014,2679.90,CC10354,6618
Hawaii Election Campaign Fund,2012-2014,0.37,CC10354,6619
"Bank Charges, Merchant Fees & Adjustments",2006-2008,70.25,CC10356,6620
Food & Beverages,2006-2008,2870.46,CC10356,6621
Campaign Headquarters,2006-2008,500.00,CC10356,6622
Office Supplies,2006-2008,168.66,CC10356,6623
Insurance,2006-2008,312.87,CC10356,6624
"Printing, Postage, Mailing & Freight",2006-2008,287.50,CC10356,6625
Postage/Mailing,2006-2008,405.00,CC10356,6626
Candidate Fundraiser Tickets,2006-2008,75.00,CC10356,6627
Other,2006-2008,1329.85,CC10356,6628
"Advertising, Media & Collateral Materials",2006-2008,12841.72,CC10356,6629
"Contract, Employee & Professional Services",2006-2008,1361.88,CC10356,6630
Travel & Lodging,2006-2008,120.00,CC10356,6631
"Filing Fee, Escheat, Fine",2006-2008,250.00,CC10356,6632
"Printing, Postage, Mailing & Freight",2006-2008,20979.09,CC10357,6633
Postage/Mailing,2006-2008,72.00,CC10357,6634
Food & Beverages,2006-2008,5502.41,CC10357,6635
Office Supplies,2006-2008,2645.04,CC10357,6636
"Advertising, Media & Collateral Materials",2006-2008,4075.34,CC10357,6637
"Vehicle, Gas & Parking",2006-2008,9.50,CC10357,6638
"Bank Charges, Merchant Fees & Adjustments",2006-2008,26.00,CC10357,6639
Other,2006-2008,1774.59,CC10357,6640
"Contract, Employee & Professional Services",2006-2008,2161.65,CC10357,6641
"Contract, Employee & Professional Services",2008-2010,257.09,CC10357,6642
"Bank Charges, Merchant Fees & Adjustments",2008-2010,2.00,CC10357,6643
Postage/Mailing,2006-2008,12289.02,CC10358,6644
"Printing, Postage, Mailing & Freight",2006-2008,10729.98,CC10358,6645
"Contract, Employee & Professional Services",2006-2008,132.36,CC10358,6646
Campaign Headquarters,2006-2008,59.00,CC10358,6647
Other,2006-2008,7490.71,CC10358,6648
Utilities,2006-2008,287.13,CC10358,6649
"Surveys, Polls, Research & Voter Lists",2006-2008,636.76,CC10358,6650
"Bank Charges, Merchant Fees & Adjustments",2006-2008,37.75,CC10358,6651
"Filing Fee, Escheat, Fine",2006-2008,25.00,CC10358,6652
Travel & Lodging,2006-2008,21.00,CC10358,6653
Contribution to Political Party,2006-2008,80.00,CC10358,6654
"Advertising, Media & Collateral Materials",2006-2008,476.02,CC10358,6655
Food & Beverages,2006-2008,1596.07,CC10358,6656
Office Supplies,2006-2008,166.88,CC10358,6657
Food & Beverages,2008-2010,8036.95,CC10358,6658
"Vehicle, Gas & Parking",2008-2010,0.75,CC10358,6659
"Printing, Postage, Mailing & Freight",2008-2010,18602.36,CC10358,6660
"Advertising, Media & Collateral Materials",2008-2010,445.36,CC10358,6661
Other,2008-2010,3407.56,CC10358,6662
Postage/Mailing,2008-2010,9946.20,CC10358,6663
Office Supplies,2008-2010,257.47,CC10358,6664
Contribution to Political Party,2008-2010,500.00,CC10358,6665
Campaign Headquarters,2008-2010,281.01,CC10358,6666
"Contract, Employee & Professional Services",2008-2010,227.60,CC10358,6667
"Filing Fee, Escheat, Fine",2008-2010,250.00,CC10358,6668
"Surveys, Polls, Research & Voter Lists",2008-2010,300.00,CC10358,6669
"Advertising, Media & Collateral Materials",2010-2012,4057.52,CC10358,6670
Other,2010-2012,13404.24,CC10358,6671
"Bank Charges, Merchant Fees & Adjustments",2010-2012,45.00,CC10358,6672
"Printing, Postage, Mailing & Freight",2010-2012,17921.27,CC10358,6673
Postage/Mailing,2010-2012,23106.31,CC10358,6674
"Surveys, Polls, Research & Voter Lists",2010-2012,523.56,CC10358,6675
Office Supplies,2010-2012,1349.23,CC10358,6676
"Contract, Employee & Professional Services",2010-2012,503.05,CC10358,6677
Food & Beverages,2010-2012,5854.96,CC10358,6678
"Filing Fee, Escheat, Fine",2010-2012,250.00,CC10358,6679
Campaign Headquarters,2010-2012,361.00,CC10358,6680
"Bank Charges, Merchant Fees & Adjustments",2012-2014,210.00,CC10358,6681
Other,2012-2014,73.74,CC10358,6682
"Printing, Postage, Mailing & Freight",2012-2014,55.49,CC10358,6683
Postage/Mailing,2012-2014,198.00,CC10358,6684
Food & Beverages,2012-2014,2813.23,CC10358,6685
"Bank Charges, Merchant Fees & Adjustments",2014-2016,45.00,CC10358,6686
"Printing, Postage, Mailing & Freight",2016-2018,18173.82,CC10358,6687
"Contract, Employee & Professional Services",2016-2018,600.00,CC10358,6688
Candidate Fundraiser Tickets,2016-2018,11.68,CC10358,6689
"Filing Fee, Escheat, Fine",2016-2018,250.00,CC10358,6690
Other,2016-2018,165.93,CC10358,6691
"Surveys, Polls, Research & Voter Lists",2016-2018,293.85,CC10358,6692
"Advertising, Media & Collateral Materials",2016-2018,17684.50,CC10358,6693
Food & Beverages,2016-2018,1449.95,CC10358,6694
Postage/Mailing,2016-2018,6896.77,CC10358,6695
Office Supplies,2016-2018,350.29,CC10358,6696
Contribution to Political Party,2006-2008,100.00,CC10359,6697
"Surveys, Polls, Research & Voter Lists",2006-2008,200.04,CC10359,6698
Food & Beverages,2006-2008,717.01,CC10359,6699
Other,2006-2008,115.31,CC10359,6700
Postage/Mailing,2006-2008,4288.36,CC10359,6701
"Filing Fee, Escheat, Fine",2006-2008,25.00,CC10359,6702
"Advertising, Media & Collateral Materials",2006-2008,10331.82,CC10359,6703
"Contract, Employee & Professional Services",2006-2008,1165.75,CC10359,6704
"Printing, Postage, Mailing & Freight",2006-2008,5896.09,CC10359,6705
"Bank Charges, Merchant Fees & Adjustments",2006-2008,11.23,CC10359,6706
Office Supplies,2006-2008,15.49,CC10359,6707
"Contract, Employee & Professional Services",2008-2010,581.25,CC10359,6708
Postage/Mailing,2008-2010,1040.00,CC10359,6709
Donations,2008-2010,400.00,CC10359,6710
"Printing, Postage, Mailing & Freight",2008-2010,1010.86,CC10359,6711
Hawaii Election Campaign Fund,2008-2010,50.00,CC10359,6712
Food & Beverages,2008-2010,2665.90,CC10359,6713
"Filing Fee, Escheat, Fine",2008-2010,250.00,CC10359,6714
"Advertising, Media & Collateral Materials",2008-2010,19000.63,CC10359,6715
"Surveys, Polls, Research & Voter Lists",2008-2010,300.00,CC10359,6716
Candidate Fundraiser Tickets,2008-2010,24.98,CC10359,6717
"Bank Charges, Merchant Fees & Adjustments",2008-2010,28.94,CC10359,6718
Contribution to Political Party,2008-2010,200.00,CC10359,6719
Other,2008-2010,430.15,CC10359,6720
Office Supplies,2008-2010,1484.65,CC10359,6721
"Printing, Postage, Mailing & Freight",2010-2012,772.54,CC10359,6722
Food & Beverages,2010-2012,2025.72,CC10359,6723
Contribution to Political Party,2010-2012,600.00,CC10359,6724
"Bank Charges, Merchant Fees & Adjustments",2010-2012,36.37,CC10359,6725
Office Supplies,2010-2012,279.96,CC10359,6726
Postage/Mailing,2010-2012,180.00,CC10359,6727
"Advertising, Media & Collateral Materials",2010-2012,27817.37,CC10359,6728
Donations,2010-2012,700.00,CC10359,6729
"Surveys, Polls, Research & Voter Lists",2010-2012,650.00,CC10359,6730
Other,2010-2012,305.00,CC10359,6731
"Contract, Employee & Professional Services",2010-2012,1644.66,CC10359,6732
"Filing Fee, Escheat, Fine",2010-2012,25.00,CC10359,6733
"Printing, Postage, Mailing & Freight",2012-2014,35.08,CC10359,6734
Postage/Mailing,2012-2014,99.00,CC10359,6735
Food & Beverages,2012-2014,686.30,CC10359,6736
Other,2012-2014,7.67,CC10359,6737
"Advertising, Media & Collateral Materials",2012-2014,1283.26,CC10359,6738
"Contract, Employee & Professional Services",2012-2014,342.05,CC10359,6739
Hawaii Election Campaign Fund,2012-2014,200.00,CC10359,6740
"Bank Charges, Merchant Fees & Adjustments",2012-2014,52.70,CC10359,6741
Donations,2012-2014,1722.62,CC10359,6742
Contribution to Political Party,2012-2014,800.00,CC10359,6743
Candidate Fundraiser Tickets,2012-2014,2000.00,CC10359,6744
"Filing Fee, Escheat, Fine",2012-2014,225.00,CC10359,6745
Postage/Mailing,2006-2008,463.05,CC10361,6746
Other,2006-2008,499.65,CC10361,6747
"Contract, Employee & Professional Services",2006-2008,300.00,CC10361,6748
Candidate Fundraiser Tickets,2006-2008,73.30,CC10361,6749
"Advertising, Media & Collateral Materials",2006-2008,15958.19,CC10361,6750
Food & Beverages,2006-2008,485.15,CC10361,6751
"Printing, Postage, Mailing & Freight",2006-2008,2531.40,CC10361,6752
"Printing, Postage, Mailing & Freight",2008-2010,4783.00,CC10361,6753
"Printing, Postage, Mailing & Freight",2010-2012,3015.59,CC10361,6754
"Advertising, Media & Collateral Materials",2010-2012,8872.51,CC10361,6755
Donations,2010-2012,160.00,CC10361,6756
"Bank Charges, Merchant Fees & Adjustments",2010-2012,18.00,CC10361,6757
"Bank Charges, Merchant Fees & Adjustments",2006-2008,13.15,CC10363,6758
"Advertising, Media & Collateral Materials",2006-2008,6311.30,CC10363,6759
"Printing, Postage, Mailing & Freight",2006-2008,266.25,CC10363,6760
Postage/Mailing,2006-2008,1058.40,CC10363,6761
Food & Beverages,2006-2008,2825.59,CC10363,6762
Office Supplies,2006-2008,382.51,CC10363,6763
Campaign Headquarters,2006-2008,820.62,CC10363,6764
Other,2006-2008,10607.09,CC10363,6765
"Bank Charges, Merchant Fees & Adjustments",2008-2010,28.00,CC10363,6766
Postage/Mailing,2008-2010,44.00,CC10363,6767
"Advertising, Media & Collateral Materials",2008-2010,3299.55,CC10363,6768
Campaign Headquarters,2008-2010,25.00,CC10363,6769
Other,2008-2010,894.71,CC10363,6770
Other,2010-2012,301.09,CC10363,6771
Office Supplies,2010-2012,11.00,CC10363,6772
"Printing, Postage, Mailing & Freight",2010-2012,147.00,CC10363,6773
Postage/Mailing,2010-2012,18.00,CC10363,6774
"Advertising, Media & Collateral Materials",2010-2012,11019.81,CC10363,6775
Campaign Headquarters,2010-2012,34.00,CC10363,6776
Donations,2012-2014,62.63,CC10363,6777
"Bank Charges, Merchant Fees & Adjustments",2012-2014,10.00,CC10363,6778
"Vehicle, Gas & Parking",2004-2008,40.00,CC10365,6779
Food & Beverages,2004-2008,535.80,CC10365,6780
Travel & Lodging,2004-2008,110.12,CC10365,6781
Office Supplies,2004-2008,205.11,CC10365,6782
Durable Assets (Supplies/Equipment),2004-2008,119.76,CC10365,6783
"Printing, Postage, Mailing & Freight",2004-2008,292.54,CC10365,6784
Other,2004-2008,506.67,CC10365,6785
"Contract, Employee & Professional Services",2004-2008,535.00,CC10365,6786
Postage/Mailing,2004-2008,28.20,CC10365,6787
"Bank Charges, Merchant Fees & Adjustments",2004-2008,29.25,CC10365,6788
"Advertising, Media & Collateral Materials",2004-2008,502.82,CC10365,6789
"Surveys, Polls, Research & Voter Lists",2004-2008,13.00,CC10365,6790
Donations,2006-2008,100.00,CC10366,6791
Postage/Mailing,2006-2008,154.00,CC10366,6792
"Vehicle, Gas & Parking",2006-2008,1080.99,CC10366,6793
"Bank Charges, Merchant Fees & Adjustments",2006-2008,284.30,CC10366,6794
Travel & Lodging,2006-2008,1394.82,CC10366,6795
"Printing, Postage, Mailing & Freight",2006-2008,50.53,CC10366,6796
"Advertising, Media & Collateral Materials",2006-2008,1792.92,CC10366,6797
Other,2006-2008,486.90,CC10366,6798
Office Supplies,2006-2008,108.65,CC10366,6799
Food & Beverages,2006-2008,1311.37,CC10366,6800
"Bank Charges, Merchant Fees & Adjustments",2008-2010,6.56,CC10366,6801
Hawaii Election Campaign Fund,2008-2010,4971.00,CC10366,6802
Hawaii Election Campaign Fund,2006-2008,25.00,CC10367,6803
"Surveys, Polls, Research & Voter Lists",2006-2008,25.00,CC10367,6804
Travel & Lodging,2006-2008,1157.76,CC10367,6805
Contribution to Political Party,2006-2008,245.00,CC10367,6806
Donations,2006-2008,466.00,CC10367,6807
Utilities,2006-2008,314.29,CC10367,6808
"Contract, Employee & Professional Services",2006-2008,3881.35,CC10367,6809
"Bank Charges, Merchant Fees & Adjustments",2006-2008,279.39,CC10367,6810
"Advertising, Media & Collateral Materials",2006-2008,17717.72,CC10367,6811
Postage/Mailing,2006-2008,122.69,CC10367,6812
Other,2006-2008,1245.92,CC10367,6813
Employee Services,2006-2008,5533.80,CC10367,6814
Office Supplies,2006-2008,946.46,CC10367,6815
Food & Beverages,2006-2008,1084.03,CC10367,6816
Campaign Headquarters,2006-2008,1630.00,CC10367,6817
Donations,2008-2010,305.00,CC10367,6818
Other,2008-2010,171.81,CC10367,6819
"Advertising, Media & Collateral Materials",2008-2010,4618.89,CC10367,6820
Office Supplies,2008-2010,58.90,CC10367,6821
Contribution to Political Party,2008-2010,142.00,CC10367,6822
Postage/Mailing,2008-2010,1377.12,CC10367,6823
Office Supplies,2010-2012,268.03,CC10367,6824
"Surveys, Polls, Research & Voter Lists",2010-2012,316.00,CC10367,6825
"Printing, Postage, Mailing & Freight",2010-2012,950.96,CC10367,6826
Travel & Lodging,2010-2012,38.49,CC10367,6827
"Advertising, Media & Collateral Materials",2010-2012,909.70,CC10367,6828
"Surveys, Polls, Research & Voter Lists",2012-2014,158.00,CC10367,6829
Postage/Mailing,2012-2014,2031.22,CC10367,6830
"Printing, Postage, Mailing & Freight",2012-2014,30.00,CC10367,6831
"Bank Charges, Merchant Fees & Adjustments",2012-2014,16.55,CC10367,6832
"Advertising, Media & Collateral Materials",2012-2014,751.86,CC10367,6833
Donations,2014-2016,0.01,CC10367,6834
Candidate Fundraiser Tickets,2006-2008,50.00,CC10368,6835
Office Supplies,2006-2008,595.69,CC10368,6836
"Filing Fee, Escheat, Fine",2006-2008,250.00,CC10368,6837
Travel & Lodging,2006-2008,1110.96,CC10368,6838
"Bank Charges, Merchant Fees & Adjustments",2006-2008,20.25,CC10368,6839
Other,2006-2008,3032.34,CC10368,6840
Postage/Mailing,2006-2008,628.00,CC10368,6841
"Contract, Employee & Professional Services",2006-2008,8557.50,CC10368,6842
"Advertising, Media & Collateral Materials",2006-2008,63012.13,CC10368,6843
"Printing, Postage, Mailing & Freight",2006-2008,1944.33,CC10368,6844
Food & Beverages,2006-2008,5745.01,CC10368,6845
Campaign Headquarters,2006-2008,2000.00,CC10368,6846
"Vehicle, Gas & Parking",2006-2008,600.00,CC10368,6847
"Contract, Employee & Professional Services",2008-2010,3997.54,CC10368,6848
Travel & Lodging,2008-2010,374.20,CC10368,6849
Other,2008-2010,3818.25,CC10368,6850
"Filing Fee, Escheat, Fine",2008-2010,250.00,CC10368,6851
Office Supplies,2008-2010,448.30,CC10368,6852
"Bank Charges, Merchant Fees & Adjustments",2008-2010,100.52,CC10368,6853
Campaign Headquarters,2008-2010,2000.00,CC10368,6854
Food & Beverages,2008-2010,7530.44,CC10368,6855
"Advertising, Media & Collateral Materials",2008-2010,13337.30,CC10368,6856
Durable Assets (Supplies/Equipment),2010-2012,294.32,CC10368,6857
"Surveys, Polls, Research & Voter Lists",2010-2012,50.00,CC10368,6858
"Advertising, Media & Collateral Materials",2010-2012,26897.05,CC10368,6859
Travel & Lodging,2010-2012,2051.16,CC10368,6860
Campaign Headquarters,2010-2012,1800.00,CC10368,6861
"Filing Fee, Escheat, Fine",2010-2012,250.00,CC10368,6862
Donations,2010-2012,2349.87,CC10368,6863
"Bank Charges, Merchant Fees & Adjustments",2010-2012,125.10,CC10368,6864
Hawaii Election Campaign Fund,2010-2012,108.25,CC10368,6865
Office Supplies,2010-2012,382.41,CC10368,6866
Food & Beverages,2010-2012,20684.16,CC10368,6867
"Printing, Postage, Mailing & Freight",2010-2012,374.87,CC10368,6868
Candidate Fundraiser Tickets,2010-2012,150.00,CC10368,6869
"Contract, Employee & Professional Services",2010-2012,4081.26,CC10368,6870
"Vehicle, Gas & Parking",2010-2012,226.79,CC10368,6871
Other,2010-2012,5200.48,CC10368,6872
Postage/Mailing,2010-2012,179.00,CC10368,6873
"Contract, Employee & Professional Services",2012-2014,1385.83,CC10368,6874
Postage/Mailing,2012-2014,98.00,CC10368,6875
"Bank Charges, Merchant Fees & Adjustments",2012-2014,547.77,CC10368,6876
"Advertising, Media & Collateral Materials",2012-2014,13189.96,CC10368,6877
"Printing, Postage, Mailing & Freight",2012-2014,695.70,CC10368,6878
Other,2012-2014,7886.69,CC10368,6879
